Location,Station,Date,avg_temp,avg_humid,avg_dew,avg_wind,avg_gust,precip
Denison Beach,KIAODEBO3,2020-08-11,68.9,71,58.3,0.8,3.1,0
Denison Beach,KIAODEBO3,2020-08-26,78.1,69,65.4,1.4,6.1,0
Denison Beach,KIAODEBO3,2020-09-01,63.8,69,52.7,0.7,3,0
Emerson Bay Beach,KIAMILFO2,2018-08-08,73.6,82,67.4,0,0,0
Emerson Bay Beach,KIASPIRI1,2018-08-20,65.3,88,61.7,5.6,19.6,0.51
Emerson Bay Beach,KIAMILFO2,2018-07-25,70.4,77,62.9,0,0,0
Emerson Bay Beach,KIAMILFO2,2018-06-06,75,72,64.9,0,0,0
Emerson Bay Beach,KIASPIRI1,2018-08-27,65.7,63,52.4,1.5,5.6,0
Emerson Bay Beach,KIAMILFO2,2018-08-01,66.9,79,60.1,0,0,0
Emerson Bay Beach,KIAMILFO2,2018-06-27,71.5,84,66,0,0,0
Emerson Bay Beach,KIAMILFO2,2018-08-15,71.6,89,68.2,0,0.7,0
Emerson Bay Beach,KIAMILFO2,2018-07-11,80.4,78,72.5,0,0,0
Emerson Bay Beach,KIAMILFO2,2018-06-13,67.1,59,49.3,0,0,0.04
Emerson Bay Beach,KIAMILFO2,2018-06-20,63.7,97,62.7,0,0,0.01
Emerson Bay Beach,KIAMILFO2,2018-05-30,68.2,83,62.8,0.1,0.8,0
Emerson Bay Beach,KIAMILFO2,2018-07-03,76.4,81,70,0,0,0
Emerson Bay Beach,KIAMILFO2,2018-05-23,73.5,72,63.5,2.2,5.6,0
Emerson Bay Beach,KIAMILFO2,2018-07-18,73.3,74,64,0,0,0
Emerson Bay Beach,KIAMILFO2,2019-06-26,73.2,56,55.9,4.1,8.1,0
Emerson Bay Beach,KIAMILFO2,2019-07-02,76.2,74,67.1,4.5,9.1,0.03
Emerson Bay Beach,KIAMILFO2,2019-07-10,70.9,68,59.9,14.3,23.3,0
Emerson Bay Beach,KIAMILFO2,2019-07-17,73.4,81,67.1,6.2,12,0.65
Emerson Bay Beach,KIAMILFO2,2019-07-24,69.4,57,52.8,4,8.3,0
Emerson Bay Beach,KIAMILFO2,2019-07-31,67,65,54.6,7.2,12.5,0
Emerson Bay Beach,KIAMILFO2,2019-08-07,75,59,59.2,4.5,8.5,0
Emerson Bay Beach,KIAMILFO2,2019-08-21,66.9,66,54.8,5.3,9.8,0
Emerson Bay Beach,KIASPIRI1,2019-08-28,64.1,77,56.2,3.7,7.9,0
Emerson Bay Beach,KIAMILFO2,2019-08-14,65.2,71,55.2,7,11.2,0
Emerson Bay Beach,KIAMILFO2,2020-05-19,54.8,75,47,5.7,8.1,0
Emerson Bay Beach,KIAMILFO2,2020-05-26,62.2,86,57.8,6.4,8.3,1.23
Emerson Bay Beach,KIAMILFO2,2020-06-02,79.8,47,56.7,8.9,12,0.02
Emerson Bay Beach,KIAMILFO2,2020-06-09,72.2,57,55.6,7.5,10.3,0.91
Emerson Bay Beach,KIAMILFO2,2020-06-16,79.4,50,57.6,11.6,15.5,0
Emerson Bay Beach,KIASPIRI1,2020-06-23,65,79,58.1,6.3,8.3,0
Emerson Bay Beach,KIAMILFO2,2020-06-29,78.9,67,66.9,9.1,11.9,0
Emerson Bay Beach,KIAMILFO2,2020-07-07,77.6,58,61.1,4.4,6.2,0
Emerson Bay Beach,KIAMILFO2,2020-07-14,72,58,56,8.1,10.4,0
Emerson Bay Beach,KIAMILFO2,2020-07-21,71.7,61,57.1,6.3,8.3,0
Emerson Bay Beach,KIAMILFO2,2020-07-28,74.5,59,59,6.2,8.3,0
Emerson Bay Beach,KIAMILFO2,2020-08-03,64.1,54,46.5,2.9,4.4,0
Emerson Bay Beach,KIAMILFO2,2020-08-10,69,57,52.3,6.7,8.8,0.18
Emerson Bay Beach,KIAMILFO2,2020-08-18,69.1,54,50.4,2.6,3.9,0
Emerson Bay Beach,KIAMILFO2,2020-08-25,82,46,58,7.2,9.7,0
Emerson Bay Beach,KIAMILFO2,2020-09-02,71.4,39,41.7,6.1,8.2,0
George Wyth Beach,KIACEDAR30,2018-08-14,75.4,83,69.6,0.2,0.3,0
George Wyth Beach,KIACEDAR30,2018-08-07,70,90,66.5,0.4,0.6,0.22
George Wyth Beach,KIACEDAR30,2018-06-26,71.2,85,66.2,0.8,1.1,2.09
George Wyth Beach,KIACEDAR30,2018-07-10,78.7,72,68.1,0.8,1.2,0
George Wyth Beach,KIACEDAR30,2018-08-21,64.3,91,61.4,0.7,1.1,0.01
George Wyth Beach,KIACEDAR30,2018-07-24,73.5,73,63.4,0.8,1.2,0
George Wyth Beach,KIACEDAR30,2018-05-29,80.9,62,65.1,1.6,2.2,0
George Wyth Beach,KIACEDAR30,2018-08-28,73.9,90,70.7,1.1,1.6,0.32
George Wyth Beach,KIACEDAR30,2018-07-31,71.4,73,61,0.4,0.6,0
George Wyth Beach,KIACEDAR30,2018-06-05,77,56,58.7,0.8,1.3,0
George Wyth Beach,KIACEDAR30,2018-07-02,72.7,75,63.7,0.5,0.8,0
George Wyth Beach,KIACEDAR30,2018-05-22,68.3,77,59.9,0.7,1,0
George Wyth Beach,KIACEDAR30,2018-06-19,73.8,91,70.9,1,1.3,0.07
George Wyth Beach,KIACEDAR30,2018-07-17,74.2,72,63.4,0.6,0.9,0
George Wyth Beach,KIACEDAR30,2019-06-25,72.1,69,60.4,1.3,1.8,0
George Wyth Beach,KIACEDAR30,2019-07-01,79,77,71,1.3,1.8,0
George Wyth Beach,KIACEDAR30,2019-07-09,76.5,76,68.1,1.6,2.3,0.19
George Wyth Beach,KIACEDAR30,2019-07-16,76.5,80,69.6,1,1.4,0
George Wyth Beach,KIACEDAR30,2019-07-23,69.9,69,58.5,1,1.5,0
George Wyth Beach,KIACEDAR30,2019-07-30,66.9,72,56.5,1,1.5,0
George Wyth Beach,KIACEDAR30,2019-08-06,72.6,79,64.7,0.6,0.9,0
George Wyth Beach,KIACEDAR30,2019-08-20,74.1,83,68.5,1.4,1.9,1.97
George Wyth Beach,KIACEDAR30,2019-08-27,66.2,72,55.6,2.2,3,0
George Wyth Beach,KIACEDAR30,2019-08-13,73.6,84,67.8,0.8,1.1,0
George Wyth Beach,KIACEDAR30,2020-05-19,55.6,88,51.9,4.5,5.8,0
George Wyth Beach,KIACEDAR30,2020-05-26,73.7,81,67.4,1.8,2.5,0.15
George Wyth Beach,KIACEDAR30,2020-06-09,71.3,76,62.3,2.1,2.8,2.52
George Wyth Beach,KIACEDAR30,2020-06-16,74.2,47,51.7,2.1,3,0
George Wyth Beach,KIACEDAR30,2020-06-23,66.6,78,59.1,1.1,1.7,0.01
George Wyth Beach,KIACEDAR30,2020-06-30,74.8,85,69.8,2.7,3.5,0
George Wyth Beach,KIACEDAR30,2020-07-06,79.8,76,70.9,0.5,0.8,0
George Wyth Beach,KIACEDAR30,2020-07-13,74.2,75,65.4,1.4,1.9,0
George Wyth Beach,KIACEDAR30,2020-07-21,72.5,82,66.7,1.1,1.5,0.26
George Wyth Beach,KIACEDAR30,2020-07-28,75.3,68,63.4,1.5,2.2,0
George Wyth Beach,KIACEDAR30,2020-08-04,63.4,67,51.1,0.7,1,0
George Wyth Beach,KIACEDAR30,2020-08-11,68.8,71,57.6,0.7,1,0
George Wyth Beach,KIACEDAR30,2020-08-17,72.1,70,61,1.3,1.9,0
George Wyth Beach,KIACEDAR30,2020-08-25,81,70,69.7,1.2,1.7,0
George Wyth Beach,KIACEDAR30,2020-09-01,62.3,78,54.9,1.3,1.7,0
Green Valley Beach,KIACREST15,2018-05-22,67.4,87,63.1,3.6,4.4,0.47
Green Valley Beach,KIACREST15,2018-07-02,75.7,77,67.3,3.4,4.3,0
Green Valley Beach,KIACREST15,2018-06-19,73.1,92,70.7,3.6,4.6,0.41
Green Valley Beach,KIACREST15,2018-08-07,75.7,81,68.6,3.5,4.5,0
Green Valley Beach,KIACREST15,2018-08-27,80.2,82,73.9,10.9,13.4,0
Green Valley Beach,KIACREST15,2018-08-20,68.4,96,67,6.8,8.5,1.07
Green Valley Beach,KIACREST15,2018-06-26,70.2,87,65.9,4.2,5.3,0.36
Green Valley Beach,KIACREST15,2018-08-14,70.3,92,67.8,4.3,5.3,0.91
Green Valley Beach,KIACREST15,2018-05-29,75.7,79,67.3,4.2,5.1,0
Green Valley Beach,KIACREST15,2018-07-24,74,71,62,1.5,2.1,0
Green Valley Beach,KIACREST15,2018-07-17,71.9,82,65.9,2.9,3.6,0
Green Valley Beach,KIACREST15,2018-07-10,86.9,67,72.6,1.3,1.8,0
Green Valley Beach,KIACREST15,2018-06-05,75,68,62.1,4.4,5.4,0
Green Valley Beach,KIACREST15,2018-06-12,78.7,76,69.8,3.2,4,0
Green Valley Beach,KIACREST15,2018-07-31,72.8,72,61.4,1.3,1.9,0
Green Valley Beach,KIACREST15,2019-06-26,73.8,81,67.1,3.4,4.4,0.57
Green Valley Beach,KIACREST15,2019-07-02,82.6,75,73.2,4.2,5.1,0
Green Valley Beach,KIACREST15,2019-07-10,76.4,74,66.4,4.4,5.8,0
Green Valley Beach,KIACREST15,2019-07-17,81.4,83,75.5,5.5,6.8,0
Green Valley Beach,KIACREST15,2019-07-24,74.1,66,60.3,1.9,2.6,0
Green Valley Beach,KIACREST15,2019-07-31,65.2,91,62.4,3.6,4.6,0.69
Green Valley Beach,KIACREST15,2019-08-07,76.6,78,68.6,2.6,3.3,0
Green Valley Beach,KIACREST15,2019-08-21,72.9,91,70.1,2.5,3.5,0.57
Green Valley Beach,KIACREST15,2019-08-28,66.9,77,58.1,3.5,4.3,0
Green Valley Beach,KIACREST15,2019-08-14,69.9,79,62.7,2,3.1,0
Green Valley Beach,KIACREST15,2020-05-19,56.8,99,56.5,5.8,6.8,0
Green Valley Beach,KIACREST15,2020-05-26,69.2,94,67.4,4.8,5.9,1.07
Green Valley Beach,KIACREST15,2020-06-02,NA,NA,NA,NA,NA,NA
Green Valley Beach,KIACREST15,2020-06-09,NA,NA,NA,NA,NA,NA
Green Valley Beach,KIACREST15,2020-06-16,NA,NA,NA,NA,NA,NA
Green Valley Beach,KIACREST15,2020-06-23,76.9,51,56.5,2.1,3.1,0
Green Valley Beach,KIACREST15,2020-06-29,77.9,85,72.9,7.7,9.3,0
Green Valley Beach,KIACREST15,2020-07-07,80.5,77,71.7,2.5,3.3,0
Green Valley Beach,KIACREST15,2020-07-13,76.3,72,65.7,6,7.3,0
Green Valley Beach,KIACREST15,2020-07-21,72.9,84,67.3,2.9,3.7,0.07
Green Valley Beach,KIACREST15,2020-07-28,74.2,74,64.6,3.1,4,0
Green Valley Beach,KIACREST15,2020-08-05,64.8,76,56.4,3.8,4.8,0
Green Valley Beach,KIACREST15,2020-08-11,72.4,72,62,3.9,4.8,0
Green Valley Beach,KIACREST15,2020-08-19,69.3,69,57.5,2.5,3.2,0
Green Valley Beach,KIACREST15,2020-08-24,79.5,69,66.8,3.3,4.2,0
Green Valley Beach,KIACREST15,2020-09-02,72.9,71,60.4,3.2,4,0
Green Valley Beach,KIACREST15,2021-05-26,71.6,67,58.3,3,3.8,0
Green Valley Beach,KIACREST15,2021-06-01,66.7,66,54.1,2.5,3.2,0
Green Valley Beach,KIACREST15,2021-06-09,72.9,87,68.7,3.7,4,0.09
Green Valley Beach,KIACREST15,2021-06-16,74.4,68,62.5,4.4,4.6,0
Green Valley Beach,KIACREST15,2021-06-23,74.8,76,66.5,8.7,10.5,0
Green Valley Beach,KIACREST15,2021-06-30,76,75,66.7,2.8,3.6,0
Green Valley Beach,KIACREST15,2021-07-06,76.9,79,69.1,4.2,5.2,0
Green Valley Beach,KIACREST15,2021-07-14,76.6,87,72.3,6.1,7.5,0
Green Valley Beach,KIACREST15,2021-07-21,74.5,81,67.7,1.4,1.9,0
Green Valley Beach,KIACREST15,2021-07-28,82,84,76.2,3.5,4.4,0
Green Valley Beach,KIACREST15,2021-08-04,69.4,79,62,4.2,5.1,0.02
Green Valley Beach,KIACREST15,2021-08-11,81,87,76.5,5.1,6.3,0
Green Valley Beach,KIACREST15,2021-08-18,75.7,84,70.2,4.7,5.7,0
Green Valley Beach,KIACREST15,2021-08-25,79.5,81,72.6,3.2,4.3,0.66
Green Valley Beach,KIACREST15,2021-09-01,67.6,83,61.6,4,6.9,0
Gull Point Beach,KIAMILFO2,2018-08-08,73.6,82,67.4,0,0,0
Gull Point Beach,KIAMILFO2,2018-08-01,66.9,79,60.1,0,0,0
Gull Point Beach,KIAMILFO2,2018-08-15,71.6,89,68.2,0,0.7,0
Gull Point Beach,KIAMILFO2,2018-07-18,73.3,74,64,0,0,0
Gull Point Beach,KIAMILFO2,2018-07-25,70.4,77,62.9,0,0,0
Gull Point Beach,KIASPIRI1,2018-08-27,65.7,63,52.4,1.5,5.6,0
Gull Point Beach,KIASPIRI1,2018-08-20,65.3,88,61.7,5.6,19.6,0.51
Gull Point Beach,KIAMILFO2,2018-06-13,67.1,59,49.3,0,0,0.04
Gull Point Beach,KIAMILFO2,2018-06-27,71.5,84,66,0,0,0
Gull Point Beach,KIAMILFO2,2018-05-30,68.2,83,62.8,0.1,0.8,0
Gull Point Beach,KIAMILFO2,2018-06-06,75,72,64.9,0,0,0
Gull Point Beach,KIAMILFO2,2018-07-11,80.4,78,72.5,0,0,0
Gull Point Beach,KIAMILFO2,2018-05-23,73.5,72,63.5,2.2,5.6,0
Gull Point Beach,KIAMILFO2,2018-06-20,63.7,97,62.7,0,0,0.01
Gull Point Beach,KIAMILFO2,2018-07-03,76.4,81,70,0,0,0
Gull Point Beach,KIAMILFO2,2019-06-26,73.2,56,55.9,4.1,8.1,0
Gull Point Beach,KIAMILFO2,2019-07-02,76.2,74,67.1,4.5,9.1,0.03
Gull Point Beach,KIAMILFO2,2019-07-10,70.9,68,59.9,14.3,23.3,0
Gull Point Beach,KIAMILFO2,2019-07-17,73.4,81,67.1,6.2,12,0.65
Gull Point Beach,KIAMILFO2,2019-07-24,69.4,57,52.8,4,8.3,0
Gull Point Beach,KIAMILFO2,2019-07-31,67,65,54.6,7.2,12.5,0
Gull Point Beach,KIAMILFO2,2019-08-07,75,59,59.2,4.5,8.5,0
Gull Point Beach,KIAMILFO2,2019-08-21,66.9,66,54.8,5.3,9.8,0
Gull Point Beach,KIASPIRI1,2019-08-28,64.1,77,56.2,3.7,7.9,0
Gull Point Beach,KIAMILFO2,2019-08-14,65.2,71,55.2,7,11.2,0
Gull Point Beach,KIAMILFO2,2020-05-19,54.8,75,47,5.7,8.1,0
Gull Point Beach,KIAMILFO2,2020-05-26,62.2,86,57.8,6.4,8.3,1.23
Gull Point Beach,KIAMILFO2,2020-06-02,79.8,47,56.7,8.9,12,0.02
Gull Point Beach,KIAMILFO2,2020-06-09,72.2,57,55.6,7.5,10.3,0.91
Gull Point Beach,KIAMILFO2,2020-06-16,79.4,50,57.6,11.6,15.5,0
Gull Point Beach,KIASPIRI1,2020-06-23,65,79,58.1,6.3,8.3,0
Gull Point Beach,KIAMILFO2,2020-06-29,78.9,67,66.9,9.1,11.9,0
Gull Point Beach,KIAMILFO2,2020-07-07,77.6,58,61.1,4.4,6.2,0
Gull Point Beach,KIAMILFO2,2020-07-14,72,58,56,8.1,10.4,0
Gull Point Beach,KIAMILFO2,2020-07-21,71.7,61,57.1,6.3,8.3,0
Gull Point Beach,KIAMILFO2,2020-07-28,74.5,59,59,6.2,8.3,0
Gull Point Beach,KIAMILFO2,2020-08-03,64.1,54,46.5,2.9,4.4,0
Gull Point Beach,KIAMILFO2,2020-08-10,69,57,52.3,6.7,8.8,0.18
Gull Point Beach,KIAMILFO2,2020-08-18,69.1,54,50.4,2.6,3.9,0
Gull Point Beach,KIAMILFO2,2020-08-25,82,46,58,7.2,9.7,0
Gull Point Beach,KIAMILFO2,2020-09-02,71.4,39,41.7,6.1,8.2,0
Honey Creek Resort Beach,KIAMILLE4,2018-05-23,74.1,74,64.7,5.7,6.7,0
Honey Creek Resort Beach,KIAMILLE4,2018-06-27,75.4,80,68.2,2.3,2.9,0
Honey Creek Resort Beach,KIAMILLE4,2018-07-18,76,71,65.1,3.4,4.3,0.08
Honey Creek Resort Beach,KIAMILLE4,2018-05-30,73.1,77,64.9,5.8,7,0
Honey Creek Resort Beach,KIAMILLE4,2018-08-29,66,79,58.6,1.8,3,0.43
Honey Creek Resort Beach,KIAMILLE4,2018-08-15,74.5,86,69.3,1.5,2.1,0
Honey Creek Resort Beach,KIACHARI2,2018-08-22,63.3,72,52.2,2.4,4.4,0
Honey Creek Resort Beach,KIAMILLE4,2018-08-08,74.6,72,63.4,2.1,2.5,0.01
Honey Creek Resort Beach,KIAMILLE4,2018-07-25,70.5,74,61,2.7,3.4,0
Honey Creek Resort Beach,KIAMILLE4,2018-06-20,74.1,86,69.5,6.1,7.4,0
Honey Creek Resort Beach,KIAMILLE4,2018-08-01,72.7,69,60.8,3.2,3.9,0
Honey Creek Resort Beach,KIAMILLE4,2018-06-06,74.9,71,64.2,5.9,7.1,0.35
Honey Creek Resort Beach,KIAMILLE4,2018-07-03,78.9,82,72.4,5.1,6.3,0
Honey Creek Resort Beach,KIAMILLE4,2018-06-13,71.6,65,57.7,4.3,5.7,0
Honey Creek Resort Beach,KIAMILLE4,2018-07-11,86.8,61,71.8,4.2,5.1,0
Honey Creek Resort Beach,KIAMILLE4,2019-06-26,74.6,80,67.7,3.1,3.8,0.01
Honey Creek Resort Beach,KIAMILLE4,2019-07-02,82,74,72.2,5.2,6.2,0
Honey Creek Resort Beach,KIAMILLE4,2019-07-10,77.8,70,66.3,5.4,6.6,0
Honey Creek Resort Beach,KIAMILLE4,2019-07-17,76.7,83,71.1,5.7,7.3,1.05
Honey Creek Resort Beach,KIAMILLE4,2019-07-24,71.4,72,61.1,1.4,1.9,0
Honey Creek Resort Beach,KIAMILLE4,2019-07-31,67.4,86,62.8,2.2,2.8,0.12
Honey Creek Resort Beach,KIAMILLE4,2019-08-07,75.3,76,66.6,3.3,3.9,0
Honey Creek Resort Beach,KIAMILLE4,2019-08-21,72.6,90,69.5,2.2,3.1,0.13
Honey Creek Resort Beach,KIAMILLE4,2019-08-28,67.1,73,56.9,5.5,6.5,0
Honey Creek Resort Beach,KIAMILLE4,2019-08-14,69.4,78,61.9,2.9,4,0
Honey Creek Resort Beach,KIAMILLE4,2020-05-18,54.8,91,52.1,2.9,4.3,0.03
Honey Creek Resort Beach,KIAMILLE4,2020-05-27,68.4,89,64.9,2.9,3.6,0
Honey Creek Resort Beach,KIAMILLE4,2020-06-01,72.3,73,63.2,9.9,12.1,0
Honey Creek Resort Beach,KIAMILLE4,2020-06-08,81.5,58,64.7,6.8,8.3,0
Honey Creek Resort Beach,KIAMILLE4,2020-06-15,73.7,69,62.9,8,9.9,0
Honey Creek Resort Beach,KIAMILLE4,2020-06-22,69.2,89,65.7,3.7,5,0.46
Honey Creek Resort Beach,KIAMILLE4,2020-06-29,79.2,85,74.2,5.3,7,0
Honey Creek Resort Beach,KIAMILLE4,2020-07-06,80.4,76,71.6,1.4,1.8,0
Honey Creek Resort Beach,KIAMILLE4,2020-07-14,77.3,83,71.7,4.6,6.2,0.08
Honey Creek Resort Beach,KIAMILLE4,2020-07-20,70.5,93,68.3,2.8,4,0.09
Honey Creek Resort Beach,KIAMILLE4,2020-07-27,75.1,85,69.6,1.7,2.5,0.41
Honey Creek Resort Beach,KIAMILLE4,2020-08-03,63.2,79,55.9,1.9,3,0.01
Honey Creek Resort Beach,KIAMILLE4,2020-08-11,70.6,83,64.8,2.3,3.1,0
Honey Creek Resort Beach,KIAMILLE4,2020-08-18,67,73,57.1,1.8,2.8,0
Honey Creek Resort Beach,KIAMILLE4,2020-08-25,78.9,76,69.7,3.3,4.3,0
Honey Creek Resort Beach,KIAMILLE4,2020-09-01,64.7,88,60.8,4.1,5.5,0.63
Lacey-Keosauqua Beach,KIADOUDS2,2018-08-08,NA,NA,NA,NA,NA,NA
Lacey-Keosauqua Beach,KIADOUDS2,2018-08-27,NA,NA,NA,NA,NA,NA
Lacey-Keosauqua Beach,KIADOUDS2,2018-06-20,NA,NA,NA,NA,NA,NA
Lacey-Keosauqua Beach,KIADOUDS2,2018-08-20,NA,NA,NA,NA,NA,NA
Lacey-Keosauqua Beach,KIADOUDS2,2018-06-27,NA,NA,NA,NA,NA,NA
Lacey-Keosauqua Beach,KIADOUDS2,2018-07-18,NA,NA,NA,NA,NA,NA
Lacey-Keosauqua Beach,KIADOUDS2,2018-06-06,NA,NA,NA,NA,NA,NA
Lacey-Keosauqua Beach,KIADOUDS2,2018-07-25,NA,NA,NA,NA,NA,NA
Lacey-Keosauqua Beach,KIADOUDS2,2018-05-30,NA,NA,NA,NA,NA,NA
Lacey-Keosauqua Beach,KIADOUDS2,2018-07-11,NA,NA,NA,NA,NA,NA
Lacey-Keosauqua Beach,KIADOUDS2,2018-05-23,NA,NA,NA,NA,NA,NA
Lacey-Keosauqua Beach,KIADOUDS2,2018-08-15,NA,NA,NA,NA,NA,NA
Lacey-Keosauqua Beach,KIADOUDS2,2018-06-13,NA,NA,NA,NA,NA,NA
Lacey-Keosauqua Beach,KIADOUDS2,2018-08-01,NA,NA,NA,NA,NA,NA
Lacey-Keosauqua Beach,KIADOUDS2,2018-07-03,NA,NA,NA,NA,NA,NA
Lacey-Keosauqua Beach,KIADOUDS2,2019-06-26,76.2,79,68.9,1.1,1.6,0
Lacey-Keosauqua Beach,KIADOUDS2,2019-07-02,79.7,81,73,1.5,2,0
Lacey-Keosauqua Beach,KIADOUDS2,2019-07-10,74.6,74,65.5,2.7,3.5,0
Lacey-Keosauqua Beach,KIADOUDS2,2019-07-17,76.6,86,71.7,2.1,2.9,1.03
Lacey-Keosauqua Beach,KIADOUDS2,2019-07-24,72.2,74,62.7,1,1.3,0
Lacey-Keosauqua Beach,KIADOUDS2,2019-07-31,69.5,76,60.8,1.1,1.5,0
Lacey-Keosauqua Beach,KIADOUDS2,2019-08-06,73,82,66.6,2.2,2.9,0.12
Lacey-Keosauqua Beach,KIADOUDS2,2019-08-21,72.3,95,70.6,1.1,1.5,0.65
Lacey-Keosauqua Beach,KIADOUDS2,2019-08-28,67.6,72,56.9,0.5,0.8,0
Lacey-Keosauqua Beach,KIADOUDS2,2019-08-14,70.3,81,63.8,2.2,3,0
Lacey-Keosauqua Beach,KIADOUDS2,2020-05-20,59.5,93,57.4,2.3,3.3,0
Lacey-Keosauqua Beach,KIADOUDS2,2020-05-27,70.2,95,68.6,0.9,1.3,0.29
Lacey-Keosauqua Beach,KIADOUDS2,2020-06-01,72,69,61,4.1,5.4,0
Lacey-Keosauqua Beach,KIADOUDS2,2020-06-08,79.8,56,61.3,3.2,4.3,0
Lacey-Keosauqua Beach,KIADOUDS2,2020-06-15,71.4,56,54.6,2.6,3.6,0
Lacey-Keosauqua Beach,KIADOUDS2,2020-06-24,70.5,74,60.8,1.1,1.4,0
Lacey-Keosauqua Beach,KIADOUDS2,2020-06-29,81.5,79,74.2,3.4,4.4,0
Lacey-Keosauqua Beach,KIADOUDS2,2020-07-07,84.4,76,75,0.8,1.2,0
Lacey-Keosauqua Beach,KIADOUDS2,2020-07-13,76.1,75,66.7,2.3,3,0
Lacey-Keosauqua Beach,KIADOUDS2,2020-07-20,72.8,91,70,1.4,1.8,0.19
Lacey-Keosauqua Beach,KIADOUDS2,2020-07-27,76,87,71.5,2,2.6,0.13
Lacey-Keosauqua Beach,KIADOUDS2,2020-08-03,64.1,81,57.8,4.3,5.4,0
Lacey-Keosauqua Beach,KIADOUDS2,2020-08-10,75.4,91,72.5,2.3,3.1,0.16
Lacey-Keosauqua Beach,KIADOUDS2,2020-08-17,73.2,80,66.4,1.8,2.4,0
Lacey-Keosauqua Beach,KIADOUDS2,2020-08-26,83.4,66,69.1,2,2.7,0
Lacey-Keosauqua Beach,KIADOUDS2,2020-09-01,67.2,88,63.6,1.5,2,0.46
Lake Ahquabi Beach,KIAINDIA2,2018-08-08,77.5,68,64.5,0.6,1.9,0
Lake Ahquabi Beach,KIAINDIA2,2018-08-22,67.9,69,55.5,0.3,1.7,0.01
Lake Ahquabi Beach,KIAINDIA2,2018-06-27,76.8,78,68.9,0.1,0.9,0
Lake Ahquabi Beach,KIAINDIA2,2018-07-25,75.1,71,64.4,0.4,2,0
Lake Ahquabi Beach,KIAINDIA2,2018-08-29,66.9,73,57.5,0.9,4.1,0
Lake Ahquabi Beach,KIAINDIA2,2018-07-18,78.3,68,66.4,0.5,2.7,0.02
Lake Ahquabi Beach,KIAINDIA2,2018-08-15,77.7,81,70.9,0.2,1.2,0
Lake Ahquabi Beach,KIAINDIA2,2018-06-20,75.5,85,70.4,0.8,3.3,0.03
Lake Ahquabi Beach,KIAINDIA2,2018-06-13,74.1,60,57.8,0.3,2.3,0.01
Lake Ahquabi Beach,KIAINDIA2,2018-07-03,81.5,76,72.9,0.3,3.2,0
Lake Ahquabi Beach,KIAINDIA2,2018-06-06,78.2,71,67.1,1.4,5.3,0.38
Lake Ahquabi Beach,KIAINDIA2,2018-05-30,75.2,74,65.5,1.2,4.3,0
Lake Ahquabi Beach,KIAINDIA2,2018-05-23,77.4,71,66.3,0.4,3,0
Lake Ahquabi Beach,KIAINDIA2,2018-07-11,83.9,71,73.2,0.4,3.4,0
Lake Ahquabi Beach,KIAINDIA2,2018-08-01,76.3,65,62.5,1,3.8,0
Lake Ahquabi Beach,KIAINDIA2,2019-06-26,73.6,77,65.3,0.1,1.3,0.1
Lake Ahquabi Beach,KIAINDIA2,2019-07-02,81.1,71,69.9,0.7,3.3,0
Lake Ahquabi Beach,KIAINDIA2,2019-07-10,76.8,68,64.5,1.2,5.5,0
Lake Ahquabi Beach,KIAINDIA2,2019-07-17,75.7,83,70,0.5,3.5,0.63
Lake Ahquabi Beach,KIAINDIA2,2019-07-24,71.8,68,59.6,0.2,0.9,0
Lake Ahquabi Beach,KIAINDIA2,2019-07-31,66,84,61,0.1,0.8,0.14
Lake Ahquabi Beach,KIAINDIA2,2019-08-07,77.1,69,65.1,0.1,1.2,0
Lake Ahquabi Beach,KIAINDIA2,2019-08-21,71.8,91,69.1,0.1,0.6,0.06
Lake Ahquabi Beach,KIAINDIA2,2019-08-28,66.3,65,52.9,1.6,5.1,0.02
Lake Ahquabi Beach,KIAINDIA2,2019-08-14,69,75,60.7,0.2,2.1,0
Lake Ahquabi Beach,KIAINDIA2,2020-05-20,57.7,90,54.8,1,4.3,0.01
Lake Ahquabi Beach,KIAINDIA2,2020-05-27,69.2,83,63.5,0.7,2.6,0
Lake Ahquabi Beach,KIAINDIA2,2020-06-03,76.8,76,68.6,1.1,3.7,0
Lake Ahquabi Beach,KIAINDIA2,2020-06-10,64.3,77,55.8,3.2,10.3,0.82
Lake Ahquabi Beach,KIAINDIA2,2020-06-17,72.8,64,59.5,1.2,4.8,0
Lake Ahquabi Beach,KIAINDIA2,2020-06-24,68.8,67,56.3,1.1,3.5,0
Lake Ahquabi Beach,KIAINDIA2,2020-07-01,73.9,83,68.4,0.9,4,0.01
Lake Ahquabi Beach,KIAINDIA2,2020-07-08,82.9,70,71.3,0.8,3.2,0
Lake Ahquabi Beach,KIAINDIA2,2020-07-15,68.2,91,65.5,1.3,3.9,0.12
Lake Ahquabi Beach,KIAINDIA2,2020-07-22,72.8,77,64.5,1.2,3.2,0.09
Lake Ahquabi Beach,KIAINDIA2,2020-07-29,75.9,82,69.7,0.5,2.1,0
Lake Ahquabi Beach,KIAINDIA2,2020-08-05,64.6,74,55.6,0.6,2.8,0
Lake Ahquabi Beach,KIAINDIA2,2020-08-12,75.7,82,69.6,0.8,3.1,0
Lake Ahquabi Beach,KIAINDIA2,2020-08-17,70.5,71,60.2,2.3,6.5,0
Lake Ahquabi Beach,KIAINDIA2,2020-08-24,80.4,70,68.7,0.9,2.9,0
